,author,title,file,nationality,year,year_range
285,Charles Reade,It Is Never Too Late to Mend,ebooks-unzipped/4606-0.txt,British,1856,1860
286,Charles W. Chesnutt,The Marrow of Tradition,ebooks-unzipped/11228-8.txt,American,1901,1910
287,Charles W. Chesnutt,The Colonel's Dream,ebooks-unzipped/19746-8.txt,American,1905,1910
288,Charles W. Chesnutt,The House Behind the Cedars,ebooks-unzipped/472.txt,American,1900,1900
289,Charles Warren Stoddard,In the Footprints of the Padres,ebooks-unzipped/13321-8.txt,American,1902,1910
290,Charles Warren Stoddard,Over the Rocky Mountains to Alaska,ebooks-unzipped/22871-8.txt,American,1899,1900
291,Charles Warren Stoddard,Summer Cruising in the South Seas,ebooks-unzipped/40010-8.txt,American,1873,1880
292,Charles Warren Stoddard,South-Sea Idyls,ebooks-unzipped/41573-8.txt,American,1873,1880
293,Charlotte Perkins Gilman,The Yellow Wallpaper,ebooks-unzipped/1952.txt,American,1892,1900
294,Charlotte Perkins Gilman,What Diantha Did,ebooks-unzipped/3016-0.txt,American,1912,1920
295,Charlotte Perkins Gilman,Concerning Children,ebooks-unzipped/40481-8.txt,American,1900,1900
296,Charlotte Perkins Gilman,"The home, its work and influence",ebooks-unzipped/44481-8.txt,American,1903,1910
297,Clara Erskine Clement,"Women in the fine arts, from the Seventh Century B.C. to the Twentieth Century A.D.",ebooks-unzipped/12045-8.txt,American,1904,1910
298,Clara Erskine Clement,"A History of Art for Beginners and Students, Painting, Sculpture, Architecture",ebooks-unzipped/25632-8.txt,American,1887,1890
299,Clarence Budington Kelland,Scattergood Baines,ebooks-unzipped/13307.txt,American,1921,1930
300,Clemence Dane,"Will Shakespeare, An Invention in Four Acts",ebooks-unzipped/50712-0.txt,British,1921,1930
301,Clemence Housman,The Unknown Sea,ebooks-unzipped/33945.txt,British,1898,1900
302,Cleveland Moffett,"True Detective Stories, From the archives of the Pinkertons",ebooks-unzipped/33922-8.txt,American,1897,1900
303,Conrad Aiken,"The House of Dust, A Symphony",ebooks-unzipped/1246.txt,American,1920,1920
304,Constance Fenimore Woolson,East Angels,ebooks-unzipped/33143-8.txt,American,1886,1890
305,Constance Fenimore Woolson,"Rodman the Keeper, Southern Sketches",ebooks-unzipped/33813-8.txt,American,1880,1880
306,Constance Fenimore Woolson,Jupiter Lights,ebooks-unzipped/34282-8.txt,American,1889,1890
307,Constance Fenimore Woolson,"For the Major, A Novelette",ebooks-unzipped/38792-8.txt,American,1883,1890
308,Constance Fenimore Woolson,The Ancient City,ebooks-unzipped/52770-0.txt,American,1873,1880
309,Constance Fenimore Woolson,"Two Women, 1862; a Poem",ebooks-unzipped/54017-0.txt,American,1862,1870
310,Constance Fenimore Woolson,Castle Nowhere,ebooks-unzipped/6436.txt,American,1865,1870
311,Constance Holme,The Splendid Fairing,ebooks-unzipped/40545-0.txt,British,1919,1920
312,Coulson Kernahan,"In Good Company, Some personal recollections of Swinburne, Lord Roberts,, Watts-Dunton, Oscar Wilde Edward Whymper, S. J. Stone,, Stephen Phillips",ebooks-unzipped/51572-0.txt,British,1917,1920
313,Cyrus Townsend Brady,A Little Book for Christmas,ebooks-unzipped/15343-8.txt,American,1917,1920
314,Cyrus Townsend Brady,"The Chalice Of Courage, A Romance of Colorado",ebooks-unzipped/37492-8.txt,American,1911,1920
315,Cyrus Townsend Brady,"The Grip of Honor, A Story of Paul Jones and the American Revolution",ebooks-unzipped/52540-8.txt,American,1900,1900
316,D. H. Lawrence,Fantasia of the Unconscious,ebooks-unzipped/20654-8.txt,British,1922,1930
317,D. H. Lawrence,"Amores, Poems",ebooks-unzipped/22531-8.txt,British,1916,1920
318,D. H. Lawrence,"Bay, A Book of Poems",ebooks-unzipped/22734-8.txt,British,1919,1920
319,D. H. Lawrence,Look! We Have Come Through!,ebooks-unzipped/23394-8.txt,British,1917,1920
320,D. H. Lawrence,The Lost Girl,ebooks-unzipped/23727-8.txt,British,1920,1920
321,D. H. Lawrence,Sea and Sardinia,ebooks-unzipped/37206-8.txt,British,1921,1930
322,D. H. Lawrence,Women in Love,ebooks-unzipped/4240.txt,British,1920,1920
323,Daniel Defoe,Military Memoirs of Capt. George Carleton,ebooks-unzipped/14436-8.txt,British,1728,1800
324,Daniel Defoe,Memoirs of Major Alexander Ramkins (1718),ebooks-unzipped/14442.txt,British,2005,3000
325,Daniel Defoe,The Complete English Tradesman (1839 ed.),ebooks-unzipped/14444-8.txt,British,1726,1800
326,Daniel Defoe,"Dickory Cronke, The Dumb Philosopher, or, Great Britain's Wonder",ebooks-unzipped/2051.txt,British,2016,3000
327,Daniel Defoe,"The True-Born Englishman, A Satire",ebooks-unzipped/30159-8.txt,British,1701,1800
328,Daniel Defoe,"The History of the Devil, As Well Ancient as Modern: In Two Parts",ebooks-unzipped/31053-8.txt,British,1726,1800
329,Daniel Defoe,Second Thoughts are Best: Or a Further Improvement of a Late Scheme to Prevent Street Robberies,ebooks-unzipped/32404.txt,British,1729,1800
330,Daniel Defoe,"Augusta Triumphans, Or, the Way to Make London the Most Flourishing City in the Universe",ebooks-unzipped/32405.txt,British,1728,1800
331,Daniel Defoe,"An Answer to a Question that Nobody thinks of, viz., But what if the Queen should Die?",ebooks-unzipped/36681.txt,British,1713,1800
332,Daniel Defoe,A Journal of the Plague Year,ebooks-unzipped/376.txt,British,1722,1800
333,Daniel Defoe,"The King of Pirates, Being an Account of the Famous Enterprises of Captain, Avery, the Mock King of Madagascar",ebooks-unzipped/37992.txt,British,1720,1800
334,Daniel Defoe,An Essay upon Projects,ebooks-unzipped/4087-0.txt,British,1697,1800
335,Daniel Defoe,"The Storm, or, a Collection of the most Remarkable Casualties and, Disasters which Happen'd in the Late Dreadful Tempest,, both by Sea and Land",ebooks-unzipped/42234-8.txt,British,1704,1800
336,Daniel Defoe,The Life and Adventures of Robinson Crusoe,ebooks-unzipped/521-0.txt,British,1719,1800
337,Daniel Defoe,"The History and Remarkable Life of the Truly Honourable Colonel Jacque, Commonly called Colonel Jack",ebooks-unzipped/52603-8.txt,British,1722,1800
338,Daniel Defoe,The Further Adventures of Robinson Crusoe,ebooks-unzipped/561.txt,British,1719,1800
339,Daniel Defoe,"The Life, Adventures and Piracies of the Famous Captain Singleton",ebooks-unzipped/6422.txt,British,1720,1800
340,Daniel Defoe,The Consolidator,ebooks-unzipped/7089.txt,British,1705,1800
341,Daniel Defoe,Of Captain Mission,ebooks-unzipped/7779-8.txt,British,1961,3000
342,Daniel F. Galouye,The Chasers,ebooks-unzipped/51508.txt,American,2016,3000
343,David Garnett,Lady Into Fox,ebooks-unzipped/10337.txt,British,1922,1930
344,Dhan Gopal Mukerji,"Sandhya, Songs of Twilight",ebooks-unzipped/22848-8.txt,American,1917,1920
345,Dhan Gopal Mukerji,Kari the Elephant,ebooks-unzipped/24460.txt,American,1922,1930
346,Donald A. Wollheim,One Against the Moon,ebooks-unzipped/50713.txt,American,1956,3000
347,Donald E. Westlake,The Spy in the Elevator,ebooks-unzipped/51687.txt,American,1997,3000
348,Dornford Yates,Jonah and Co.,ebooks-unzipped/27079-8.txt,British,1922,1930
349,Dornford Yates,Anthony Lyveden,ebooks-unzipped/27684-8.txt,British,1939,1940
350,Dornford Yates,The Brother of Daphne,ebooks-unzipped/748.txt,British,1914,1920
351,Dorothy Scarborough,Humorous Ghost Stories,ebooks-unzipped/26950-8.txt,American,1921,1930
352,Dorothy Scarborough,The Supernatural in Modern English Fiction,ebooks-unzipped/47204-8.txt,American,1917,1920
353,E. F. Benson,The Blotting Book,ebooks-unzipped/11493-8.txt,British,1908,1910
354,E. F. Benson,Dodo Wonders,ebooks-unzipped/40719-8.txt,British,1921,1930
355,E. M. Forster,A Room With A View,ebooks-unzipped/2641-0.txt,British,1908,1910
356,E. M. Forster,Howards End,ebooks-unzipped/2946-0.txt,British,1910,1910
357,E. M. Forster,Where Angels Fear to Tread,ebooks-unzipped/2948-0.txt,British,1905,1910
358,E. M. Forster,The Celestial Omnibus and other Stories,ebooks-unzipped/34089-8.txt,British,1911,1920
359,E. Phillips Oppenheim,The Cinema Murder,ebooks-unzipped/10371-8.txt,British,1917,1920
360,E. Phillips Oppenheim,The Illustrious Prince,ebooks-unzipped/1447-0.txt,British,1910,1910
361,E. Phillips Oppenheim,A Maker of History,ebooks-unzipped/19341-8.txt,British,1905,1910
362,E. Phillips Oppenheim,Peter Ruff and the Double Four,ebooks-unzipped/1976-0.txt,British,1912,1920
363,E. Phillips Oppenheim,The Master Mummer,ebooks-unzipped/28161-8.txt,British,1904,1910
364,E. Phillips Oppenheim,The Evil Shepherd,ebooks-unzipped/5743-0.txt,British,1922,1930
365,E. Phillips Oppenheim,The Great Impersonation,ebooks-unzipped/5815-0.txt,British,1920,1920
366,E. Phillips Oppenheim,An Amiable Charlatan,ebooks-unzipped/9664-8.txt,British,1916,1920
367,E. W. Hornung,The Shadow of the Rope,ebooks-unzipped/12590-8.txt,British,1902,1910
368,E. W. Hornung,A Thief in the Night,ebooks-unzipped/2098-8.txt,British,1905,1910
369,E. W. Hornung,The Shadow of a Man,ebooks-unzipped/33651-8.txt,British,1901,1910
370,E. W. Hornung,Witching Hill,ebooks-unzipped/33971-8.txt,British,1913,1920
371,E. W. Hornung,Peccavi,ebooks-unzipped/36115-0.txt,British,1900,1900
372,E. W. Hornung,Notes of a Camp-Follower on the Western Front,ebooks-unzipped/37331-8.txt,British,1919,1920
373,E. W. Hornung,The Boss of Taroomba,ebooks-unzipped/41658-8.txt,British,1893,1900
374,E. W. Hornung,Some Persons Unknown,ebooks-unzipped/45732-8.txt,British,1898,1900
375,E. W. Hornung,Fathers of Men,ebooks-unzipped/46170-0.txt,British,1912,1920
376,E. W. Hornung,The Amateur Cracksman,ebooks-unzipped/706.txt,British,1899,1900
377,E. W. Hornung,"Raffles, Further Adventures of the Amateur Cracksman",ebooks-unzipped/707.txt,British,1901,1910
378,E. W. Hornung,Mr. Justice Raffles,ebooks-unzipped/9806-8.txt,British,1909,1910
379,Earl Derr Biggers,The Agony Column,ebooks-unzipped/1814-0.txt,American,1916,1920
380,Eden Phillpotts,The Red Redmaynes,ebooks-unzipped/14167-8.txt,British,1922,1930
381,Eden Phillpotts,Children of the Mist,ebooks-unzipped/14527.txt,British,1898,1900
382,Eden Phillpotts,The Spinners,ebooks-unzipped/15416.txt,British,1918,1920
383,Eden Phillpotts,The Grey Room,ebooks-unzipped/1577.txt,British,1921,1930
384,Edgar Allan Poe,The Cask of Amontillado,ebooks-unzipped/1063.txt,American,1846,1850
385,Edgar Allan Poe,The Masque of the Red Death,ebooks-unzipped/1064-8.txt,American,1842,1850
386,Edgar Allan Poe,The Raven,ebooks-unzipped/1065.txt,American,1845,1850
387,Edgar Allan Poe,The Bells and Other Poems,ebooks-unzipped/50852-0.txt,American,1912,1920
388,Edgar Allan Poe,The Fall of the House of Usher,ebooks-unzipped/932.txt,American,1839,1850
389,Edgar Fawcett,"The Adventures of a Widow, A Novel",ebooks-unzipped/37185-8.txt,American,1884,1890
390,Edgar Jepson,"The Admirable Tinker, Child of the World",ebooks-unzipped/19010-8.txt,British,1904,1910
391,Edgar Jepson,"Happy Pollyooly, The Rich Little Poor Girl",ebooks-unzipped/19310-8.txt,British,1915,1920
392,Edgar Jepson,The Loudwater Mystery,ebooks-unzipped/9808-8.txt,British,1919,1920
393,Edgar Pangborn,The Good Neighbors,ebooks-unzipped/26536.txt,American,1972,3000
394,Edgar Pangborn,The Trial of Callista Blake,ebooks-unzipped/39826-8.txt,American,1961,3000
395,Edgar Pangborn,Wilderness of Spring,ebooks-unzipped/39907-8.txt,American,1958,3000
396,Edgar Rice Burroughs,Jungle Tales of Tarzan,ebooks-unzipped/106.txt,American,1916,1920
397,Edgar Rice Burroughs,The Chessmen of Mars,ebooks-unzipped/1153.txt,American,1922,1930
398,Edgar Rice Burroughs,At the Earth's Core,ebooks-unzipped/123.txt,American,1914,1920
399,Edgar Rice Burroughs,Tarzan the Untamed,ebooks-unzipped/1401.txt,American,1920,1920
400,Edgar Rice Burroughs,Tarzan the Terrible,ebooks-unzipped/2020.txt,American,1921,1930
401,Edgar Rice Burroughs,The Gods of Mars,ebooks-unzipped/29405.txt,American,1913,1920
402,Edgar Rice Burroughs,The Mucker,ebooks-unzipped/331-0.txt,American,1921,1930
403,Edgar Rice Burroughs,The Efficiency Expert,ebooks-unzipped/3475.txt,American,1921,1930
404,Edgar Rice Burroughs,The Oakdale Affair,ebooks-unzipped/363-0.txt,American,1974,3000
405,Edgar Rice Burroughs,The Mad King,ebooks-unzipped/364.txt,American,1926,1930
406,Edgar Rice Burroughs,The Outlaw of Torn,ebooks-unzipped/369-0.txt,American,1927,1930
407,Edgar Rice Burroughs,The People that Time Forgot,ebooks-unzipped/552.txt,American,1918,1920
408,Edgar Rice Burroughs,Out of Time's Abyss,ebooks-unzipped/553.txt,American,1963,3000
409,Edgar Rice Burroughs,Pellucidar,ebooks-unzipped/605.txt,American,1915,1920
410,Edgar Rice Burroughs,A Princess of Mars,ebooks-unzipped/62.txt,American,1917,1920
411,Edgar Rice Burroughs,Warlord of Mars,ebooks-unzipped/68.txt,American,1913,1920
412,Edgar Rice Burroughs,"Thuvia, Maid of Mars",ebooks-unzipped/72.txt,American,1916,1920
413,Edgar Rice Burroughs,Tarzan of the Apes,ebooks-unzipped/78.txt,American,1912,1920
414,Edgar Rice Burroughs,The Return of Tarzan,ebooks-unzipped/81.txt,American,1913,1920
415,Edgar Rice Burroughs,The Beasts of Tarzan,ebooks-unzipped/85.txt,American,1914,1920
416,Edgar Rice Burroughs,The Son of Tarzan,ebooks-unzipped/90.txt,American,1915,1920
417,Edgar Rice Burroughs,Tarzan and the Jewels of Opar,ebooks-unzipped/92.txt,American,1916,1920
418,Edgar Rice Burroughs,The Monster Men,ebooks-unzipped/96.txt,American,1929,1930
419,Edgar Saltus,The Paliser case,ebooks-unzipped/29847-8.txt,American,1919,1920
420,Edgar Saltus,"Eden, An Episode",ebooks-unzipped/31924-8.txt,American,1888,1890
421,Edgar Saltus,"Historia Amoris: A History of Love, Ancient and Modern",ebooks-unzipped/32512-8.txt,American,1906,1910
422,Edgar Saltus,"Oscar Wilde, An Idler's Impression",ebooks-unzipped/32849-8.txt,American,1917,1920
423,Edgar Saltus,"The Truth About Tristrem Varick, A Novel",ebooks-unzipped/33099-8.txt,American,1888,1890
424,Edgar Saltus,"A Transient Guest, and Other Episodes",ebooks-unzipped/33123-8.txt,American,1889,1890
425,Edgar Saltus,"The Pace That Kills, A Chronicle",ebooks-unzipped/34401-8.txt,American,1889,1890
426,Edgar Saltus,The Philosophy of Disenchantment,ebooks-unzipped/40079-0.txt,American,1885,1890
427,Edgar Wallace,The Clue of the Twisted Candle,ebooks-unzipped/2688-0.txt,British,1916,1920
428,Edith Wharton,The Custom of the Country,ebooks-unzipped/11052-8.txt,American,1913,1920
429,Edith Wharton,In Morocco,ebooks-unzipped/11104-8.txt,American,1920,1920
430,Edith Wharton,The Fruit of the Tree,ebooks-unzipped/19191-0.txt,American,1907,1910
431,Edith Wharton,The Touchstone,ebooks-unzipped/267-0.txt,American,1900,1900
432,Edith Wharton,The Reef,ebooks-unzipped/283-0.txt,American,1912,1920
433,Edith Wharton,House of Mirth,ebooks-unzipped/284.txt,American,1905,1910
434,Edith Wharton,The Decoration of Houses,ebooks-unzipped/40367-8.txt,American,1897,1900
435,Edith Wharton,Tales Of Men And Ghosts,ebooks-unzipped/4514-0.txt,American,1910,1910
436,Edith Wharton,Ethan Frome,ebooks-unzipped/4517-0.txt,American,1911,1920
437,Edith Wharton,Madame de Treymes,ebooks-unzipped/4518.txt,American,1907,1910
438,Edith Wharton,The Descent of Man and Other Stories,ebooks-unzipped/4519.txt,American,1903,1910
439,Edith Wharton,The Hermit and the Wild Woman and Other Stories,ebooks-unzipped/4533.txt,American,1908,1910
440,Edith Wharton,"Fighting France, From Dunkerque to Belport",ebooks-unzipped/4550.txt,American,1915,1920
441,Edith Wharton,The Age of Innocence,ebooks-unzipped/541.txt,American,1920,1920
442,Edith Wharton,Crucial Instances,ebooks-unzipped/7516-8.txt,American,1901,1910
443,Edith Wharton,The Greater Inclination,ebooks-unzipped/9190-0.txt,American,1899,1900
444,Edmund Flagg,Monte-Cristo's Daughter,ebooks-unzipped/23184-8.txt,American,1880,1880
445,Edna Ferber,"Personality Plus, Some Experiences of Emma McChesney and Her Son, Jock",ebooks-unzipped/12677-8.txt,American,1914,1920
446,Edna Ferber,Half Portions,ebooks-unzipped/14714-8.txt,American,1920,1920
447,Edna Ferber,Fanny Herself,ebooks-unzipped/350-0.txt,American,1917,1920
448,Edna Ferber,Buttered Side Down,ebooks-unzipped/352.txt,American,1912,1920
449,Edna Ferber,One Basket,ebooks-unzipped/489.txt,American,1947,3000
450,Edna Ferber,"Roast Beef, Medium",ebooks-unzipped/6016-0.txt,American,1913,1920
451,Edward Bellamy,"Looking Backward, 2000-1887",ebooks-unzipped/25439-8.txt,American,1888,1890
452,Edward Bellamy,Miss Ludington's Sister,ebooks-unzipped/6903-8.txt,American,1884,1890
453,Edward Bellamy,Dr. Heidenhoff's Process,ebooks-unzipped/7052.txt,American,1880,1880
454,Edward Bellamy,The Duke of Stockbridge,ebooks-unzipped/7472-0.txt,American,1900,1900
455,Edward Bulwer-Lytton,"The Caxtons, Complete",ebooks-unzipped/7605-0.txt,British,1849,1850
456,Edward Bulwer-Lytton,"Ernest Maltravers, Complete",ebooks-unzipped/7649-0.txt,British,2015,3000
457,Edward Bulwer-Lytton,"What Will He Do With It, Complete",ebooks-unzipped/7671-0.txt,British,1850,1850
458,Edward Bulwer-Lytton,"The Last Of The Barons, Volume 10.",ebooks-unzipped/7724.txt,British,1813,1850
459,Edward Bulwer-Lytton,"The Last Of The Barons, Volume 11.",ebooks-unzipped/7725.txt,British,1813,1850
460,Edward Bulwer-Lytton,"The Last Of The Barons, Volume 12.",ebooks-unzipped/7726.txt,British,1813,1850
461,Edward Bulwer-Lytton,"The Last Of The Barons, Complete",ebooks-unzipped/7727-0.txt,British,1813,1850
462,Edward Bulwer-Lytton,"Calderon The Courtier, A Tale",ebooks-unzipped/9762-0.txt,British,1850,1850
463,Edward Bulwer-Lytton,"Alice, or The Mysteries, Complete",ebooks-unzipped/9774.txt,British,1838,1850
464,Edward Eggleston,Stories of Great Americans for Little Americans,ebooks-unzipped/10070.txt,American,1895,1900
465,Edward Eggleston,"The End Of The World, A Love Story",ebooks-unzipped/14051-8.txt,American,1872,1880
466,Edward Eggleston,"The Hoosier Schoolmaster, A Story of Backwoods Life in Indiana",ebooks-unzipped/15099-8.txt,American,1871,1880
467,Edward Eggleston,Stories of American Life and Adventure,ebooks-unzipped/15597-8.txt,American,1895,1900
468,Edward Eggleston,Queer Stories for Boys and Girls,ebooks-unzipped/19896-8.txt,American,1884,1890
469,Edward Eggleston,The Hoosier School-boy,ebooks-unzipped/23771-8.txt,American,1881,1890
470,Edward Eggleston,"The Graysons, A Story of Illinois",ebooks-unzipped/34266-8.txt,American,1887,1890
471,Edward Eggleston,"Mr. Blake's Walking-Stick, A Christmas Story for Boys and Girls",ebooks-unzipped/52935-0.txt,American,1870,1870
472,Edward Ormondroyd,David and the Phoenix,ebooks-unzipped/27922-8.txt,American,1957,3000
473,Edward Stratemeyer,"The Rover Boys in Camp, or, The Rivals of Pine Island",ebooks-unzipped/15795.txt,American,1904,1910
474,Edward Stratemeyer,"Dave Porter at Star Ranch, Or, The Cowboy's Secret",ebooks-unzipped/19016-8.txt,American,1910,1910
475,Edward Stratemeyer,For the Liberty of Texas,ebooks-unzipped/22186-8.txt,American,1909,1910
476,Edward Stratemeyer,American Boy's Life of Theodore Roosevelt,ebooks-unzipped/22352-8.txt,American,1904,1910
477,Edward Stratemeyer,"Dave Porter and His Rivals, or, The Chums and Foes of Oak Hall",ebooks-unzipped/26160-8.txt,American,1911,1920
