,author,title,file,nationality,year,year_range
1726,Talbot Mundy,Guns of the Gods,ebooks-unzipped/5606.txt,British,1921,1930
1727,Talbot Mundy,Winds of the World,ebooks-unzipped/6751.txt,British,1916,1920
1728,Theodore Dreiser,Twelve Men,ebooks-unzipped/14717-8.txt,American,1919,1920
1729,Theodore Dreiser,The Financier,ebooks-unzipped/1840-0.txt,American,1912,1920
1730,Theodore Dreiser,Sister Carrie,ebooks-unzipped/233-0.txt,American,1900,1900
1731,Theodore Dreiser,"The ""Genius""",ebooks-unzipped/31824-8.txt,American,1915,1920
1732,Theodore Dreiser,The Titan,ebooks-unzipped/3629.txt,American,1914,1920
1733,Thomas Bailey Aldrich,An Old Town By The Sea,ebooks-unzipped/1861-0.txt,American,1874,1880
1734,Thomas Bailey Aldrich,The Story of a Bad Boy,ebooks-unzipped/1948-0.txt,American,1869,1870
1735,Thomas Bailey Aldrich,A Rivermouth Romance,ebooks-unzipped/23358-0.txt,American,1877,1880
1736,Thomas Bailey Aldrich,A Midnight Fantasy,ebooks-unzipped/23363-0.txt,American,1875,1880
1737,Thomas Bailey Aldrich,"Daisy's Necklace, And What Came of It",ebooks-unzipped/30668-8.txt,American,1857,1860
1738,Thomas Bailey Aldrich,The Stillwater Tragedy,ebooks-unzipped/5435-8.txt,American,1880,1880
1739,Thomas Bailey Aldrich,The Sisters' Tragedy,ebooks-unzipped/595.txt,American,1891,1900
1740,Thomas De Quincey,Confessions of an English Opium-Eater,ebooks-unzipped/2040.txt,British,1821,1850
1741,Thomas Hardy,Far from the Madding Crowd,ebooks-unzipped/107-8.txt,British,1874,1880
1742,Thomas Hardy,"Tess of the d'Urbervilles, A Pure Woman",ebooks-unzipped/110-8.txt,British,1891,1900
1743,Thomas Hardy,Return of the Native,ebooks-unzipped/122-0.txt,British,1878,1880
1744,Thomas Hardy,The Mayor of Casterbridge,ebooks-unzipped/143-0.txt,British,1886,1890
1745,Thomas Hardy,Jude the Obscure,ebooks-unzipped/153-8.txt,British,1895,1900
1746,Thomas Hardy,The Return of the Native,ebooks-unzipped/17500-8.txt,British,1878,1880
1747,Thomas Hardy,A Pair of Blue Eyes,ebooks-unzipped/224-0.txt,British,1873,1880
1748,Thomas Hardy,Under the Greenwood Tree,ebooks-unzipped/2662.txt,British,1872,1880
1749,Thomas Hardy,"Satires of Circumstance, Lyrics and Reveries with Miscellaneous Pieces",ebooks-unzipped/2863-0.txt,British,1914,1920
1750,Thomas Hardy,The Trumpet-Major,ebooks-unzipped/2864.txt,British,2015,3000
1751,Thomas Hardy,The Romantic Adventures of a Milkmaid,ebooks-unzipped/2996-0.txt,British,1883,1890
1752,Thomas Hardy,"Time's Laughingstocks, and Other Verses",ebooks-unzipped/2997-0.txt,British,1904,1910
1753,Thomas Hardy,Desperate Remedies,ebooks-unzipped/3044-0.txt,British,1871,1880
1754,Thomas Hardy,A Group of Noble Dames,ebooks-unzipped/3049.txt,British,1891,1900
1755,Thomas Hardy,Wessex Tales,ebooks-unzipped/3056.txt,British,1888,1890
1756,Thomas Hardy,Two on a Tower,ebooks-unzipped/3146-8.txt,British,1882,1890
1757,Thomas Hardy,Wessex Poems and Other Verses,ebooks-unzipped/3167-0.txt,British,1898,1900
1758,Thomas Hardy,"Moments of Vision, and Miscellaneous Verses",ebooks-unzipped/3255-0.txt,British,2009,3000
1759,Thomas Hardy,A Laodicean,ebooks-unzipped/3258-0.txt,British,1881,1890
1760,Thomas Hardy,The Hand of Ethelberta,ebooks-unzipped/3469.txt,British,1875,1880
1761,Thomas Hardy,"Late Lyrics and Earlier, with many other verses",ebooks-unzipped/4758-0.txt,British,1922,1930
1762,Thomas Hardy,The Woodlanders,ebooks-unzipped/482.txt,British,1887,1890
1763,Thomas Holcroft,Anna St. Ives,ebooks-unzipped/9468-8.txt,British,1792,1800
1764,Thomas Holcroft,The Adventures of Hugh Trevor,ebooks-unzipped/9811-8.txt,British,1794,1800
1765,Thomas Hughes,"True Manliness, From the Writings of Thomas Hughes",ebooks-unzipped/52534-0.txt,British,1880,1880
1766,Thomas Love Peacock,Crotchet Castle,ebooks-unzipped/2075-0.txt,British,1831,1850
1767,Thomas Love Peacock,Gryll Grange,ebooks-unzipped/21514-8.txt,British,1860,1860
1768,Thomas Love Peacock,Maid Marian,ebooks-unzipped/966-0.txt,British,1822,1850
1769,Thomas W. Hanshew,Cleek: the Man of the Forty Faces,ebooks-unzipped/14332-8.txt,American,1913,1920
1770,Thomas W. Hanshew,"Cleek, the Master Detective",ebooks-unzipped/28264-8.txt,American,2007,3000
1771,Upton Sinclair,The Jungle,ebooks-unzipped/140-0.txt,American,1906,1910
1772,Upton Sinclair,"A Prisoner of Morro, In the Hands of the Enemy",ebooks-unzipped/24770-8.txt,American,1898,1900
1773,Upton Sinclair,The Naturewoman,ebooks-unzipped/3301.txt,American,1924,1930
1774,Upton Sinclair,Prince Hagen,ebooks-unzipped/3303.txt,American,1903,1910
1775,Upton Sinclair,"A Cadet's Honor, Mark Mallory's Heroism",ebooks-unzipped/36099-8.txt,American,1903,1910
1776,Upton Sinclair,"On Guard, Mark Mallory's Celebration",ebooks-unzipped/36101-8.txt,American,1903,1910
1777,Upton Sinclair,"A Captain of Industry, Being the Story of a Civilized Man",ebooks-unzipped/39516-8.txt,American,1906,1910
1778,Upton Sinclair,They Call Me Carpenter,ebooks-unzipped/5774-0.txt,American,1922,1930
1779,Upton Sinclair,The Moneychangers,ebooks-unzipped/5829-0.txt,American,1919,1920
1780,Vaughan Kester,The Just and the Unjust,ebooks-unzipped/14581-8.txt,American,2009,3000
1781,Vaughan Kester,The Prodigal Judge,ebooks-unzipped/5129-0.txt,American,1911,1920
1782,Vincent Starrett,"Arthur Machen, A Novelist of Ecstasy and Sin",ebooks-unzipped/35515-8.txt,American,1918,1920
1783,Virginia Woolf,Night and Day,ebooks-unzipped/1245-0.txt,British,1919,1920
1784,Virginia Woolf,The Voyage Out,ebooks-unzipped/144-0.txt,British,1915,1920
1785,Virginia Woolf,Monday or Tuesday,ebooks-unzipped/29220-8.txt,British,1921,1930
1786,Virginia Woolf,Jacob's Room,ebooks-unzipped/5670.txt,British,1922,1930
1787,W. E. B. Du Bois,The Souls of Black Folk,ebooks-unzipped/408.txt,American,1903,1910
1788,W. Somerset Maugham,Liza of Lambeth,ebooks-unzipped/16517-8.txt,British,1897,1900
1789,W. Somerset Maugham,The Moon and Sixpence,ebooks-unzipped/222.txt,British,1919,1920
1790,W. Somerset Maugham,The Explorer,ebooks-unzipped/27198-8.txt,British,1907,1910
1791,W. Somerset Maugham,Of Human Bondage,ebooks-unzipped/351.txt,British,1915,1920
1792,W. Somerset Maugham,"The Circle, A Comedy in Three Acts",ebooks-unzipped/42395.txt,British,1948,3000
1793,W. Somerset Maugham,The Merry-go-round,ebooks-unzipped/47229-0.txt,British,1904,1910
1794,W. Somerset Maugham,Mrs. Craddock,ebooks-unzipped/47470-0.txt,British,1902,1910
1795,W. Somerset Maugham,"The Tenth Man, A Tragic Comedy in Three Acts",ebooks-unzipped/49916-0.txt,British,1913,1920
1796,W. Somerset Maugham,"The Land of Promise, A Comedy in Four Acts",ebooks-unzipped/49918-0.txt,British,1913,1920
1797,W. Somerset Maugham,"Penelope, A Comedy in Three Acts",ebooks-unzipped/50180-0.txt,British,1912,1920
1798,W. Somerset Maugham,"Jack Straw, A Farce in Three Acts",ebooks-unzipped/50385-0.txt,British,1912,1920
1799,Walt Whitman,Leaves of Grass,ebooks-unzipped/1322.txt,American,1855,1860
1800,Walt Whitman,"The Wound Dresser, A Series of Letters Written from the Hospitals in Washington, during the War of the Rebellion",ebooks-unzipped/35725-8.txt,American,1896,1900
1801,Walt Whitman,Drum Taps,ebooks-unzipped/8801-8.txt,American,1865,1870
1802,Walter Besant,In Luck at Last,ebooks-unzipped/16129.txt,British,1898,1900
1803,Walter Besant,The History of London,ebooks-unzipped/27995-8.txt,British,1893,1900
1804,Walter Besant,The Eulogy of Richard Jefferies,ebooks-unzipped/36228-8.txt,British,1888,1890
1805,Walter Besant,The Orange Girl,ebooks-unzipped/41545-8.txt,British,1899,1900
1806,Walter Besant,"Armorel of Lyonesse, A Romance of To-day",ebooks-unzipped/42125-8.txt,British,1890,1890
1807,Walter Besant,For Faith and Freedom,ebooks-unzipped/44963-8.txt,British,1887,1890
1808,Walter Besant,The Revolt of Man,ebooks-unzipped/48690-8.txt,British,1882,1890
1809,Walter Besant,The Fourth Generation,ebooks-unzipped/50177-0.txt,British,1900,1900
1810,Walter Besant,The inner house,ebooks-unzipped/52169-8.txt,British,1886,1890
1811,Walter Pater,Imaginary Portraits,ebooks-unzipped/2399.txt,British,1887,1890
1812,Wilkie Collins,No Name,ebooks-unzipped/1438-0.txt,British,1862,1870
1813,Wilkie Collins,The Moonstone,ebooks-unzipped/155-0.txt,British,1868,1870
1814,Wilkie Collins,The Black Robe,ebooks-unzipped/1587-0.txt,British,1881,1890
1815,Wilkie Collins,Miss or Mrs.?,ebooks-unzipped/1621-0.txt,British,1872,1880
1816,Wilkie Collins,The Law and the Lady,ebooks-unzipped/1622-0.txt,British,1875,1880
1817,Wilkie Collins,The New Magdalen,ebooks-unzipped/1623-0.txt,British,1873,1880
1818,Wilkie Collins,The Two Destinies,ebooks-unzipped/1624-0.txt,British,1876,1880
1819,Wilkie Collins,"The Haunted Hotel, A Mystery of Modern Venice",ebooks-unzipped/170.txt,British,1878,1880
1820,Wilkie Collins,The Legacy of Cain,ebooks-unzipped/1975-0.txt,British,1888,1890
1821,Wilkie Collins,"Rambles Beyond Railways;, or, Notes in Cornwall taken A-foot",ebooks-unzipped/28367-8.txt,British,1851,1860
1822,Wilkie Collins,Poor Miss Finch,ebooks-unzipped/3632-8.txt,British,1872,1880
1823,Wilkie Collins,Jezebel's Daughter,ebooks-unzipped/3633.txt,British,1880,1880
1824,Wilkie Collins,The Woman in White,ebooks-unzipped/583.txt,British,1860,1860
1825,Wilkie Collins,The Dead Alive,ebooks-unzipped/7891-0.txt,British,1874,1880
1826,Wilkie Collins,"Heart and Science, A Story of the Present Time",ebooks-unzipped/7892-0.txt,British,1883,1890
1827,Wilkie Collins,Hide and Seek,ebooks-unzipped/7893-0.txt,British,1854,1860
1828,Willa Cather,Youth and the Bright Medusa,ebooks-unzipped/13555-8.txt,American,1920,1920
1829,Willa Cather,One of Ours,ebooks-unzipped/2369-8.txt,American,1922,1930
1830,Willa Cather,O Pioneers!,ebooks-unzipped/24-0.txt,American,1913,1920
1831,Willa Cather,My Antonia,ebooks-unzipped/242-0.txt,American,1918,1920
1832,Willa Cather,The Troll Garden and Selected Stories,ebooks-unzipped/346-0.txt,American,1990,3000
1833,Willa Cather,Song of the Lark,ebooks-unzipped/44-0.txt,American,1915,1920
1834,William Dean Howells,Italian Journeys,ebooks-unzipped/14276-8.txt,American,1867,1870
1835,William Dean Howells,The Rise of Silas Lapham,ebooks-unzipped/154.txt,American,1885,1890
1836,William Dean Howells,A Pair of Patient Lovers,ebooks-unzipped/18605-8.txt,American,1901,1910
1837,William Dean Howells,"The Daughter of the Storage, And Other Things in Prose and Verse",ebooks-unzipped/30023-8.txt,American,1915,1920
1838,William Dean Howells,Fennel and Rue,ebooks-unzipped/3363-0.txt,American,1908,1910
1839,William Dean Howells,Their Wedding Journey,ebooks-unzipped/3365.txt,American,1872,1880
1840,William Dean Howells,"The Landlord at Lion's Head, Volume 1",ebooks-unzipped/3375.txt,American,1896,1900
1841,William Dean Howells,"The Landlord at Lion's Head, Volume 2",ebooks-unzipped/3376.txt,American,1896,1900
1842,William Dean Howells,April Hopes,ebooks-unzipped/3404-0.txt,American,1887,1890
1843,William Dean Howells,Literary Friends And Acquaintances,ebooks-unzipped/4201-0.txt,American,1901,1910
1844,William Dean Howells,"Ragged Lady, Complete",ebooks-unzipped/4270-0.txt,American,1899,1900
1845,William Dean Howells,A Counterfeit Presentment and The Parlour Car,ebooks-unzipped/43469-8.txt,American,1882,1890
1846,William Dean Howells,A Hazard Of New Fortunes,ebooks-unzipped/4600.txt,American,1890,1890
1847,William Dean Howells,Their Silver Wedding Journey,ebooks-unzipped/4646.txt,American,1886,1890
1848,William Dean Howells,Years of My Youth,ebooks-unzipped/47060-8.txt,American,1916,1920
1849,William Dean Howells,Suburban Sketches,ebooks-unzipped/7141-0.txt,American,1871,1880
1850,William Dean Howells,Seven English Cities,ebooks-unzipped/7187-0.txt,American,1909,1910
1851,William Dean Howells,The Leatherwood God,ebooks-unzipped/7311-0.txt,American,1916,1920
1852,William Dean Howells,The Lady of the Aroostook,ebooks-unzipped/7797-0.txt,American,1879,1880
1853,William Dean Howells,Modern Italian Poets,ebooks-unzipped/8171-0.txt,American,1866,1870
1854,William Dean Howells,A Modern Instance,ebooks-unzipped/8203-0.txt,American,1882,1890
1855,William Dean Howells,A Traveler from Altruria: Romance,ebooks-unzipped/8449-0.txt,American,1894,1900
1856,William Dean Howells,Questionable Shapes,ebooks-unzipped/9458-0.txt,American,1903,1910
1857,William F. Nolan,Of Time and Texas,ebooks-unzipped/28893.txt,American,2009,3000
1858,William Gilmore Simms,Guy Rivers: A Tale of Georgia,ebooks-unzipped/16303-8.txt,American,1834,1850
1859,William Godwin,"Damon and Delia, A Tale",ebooks-unzipped/10318-8.txt,British,1784,1800
1860,William Godwin,Memoirs of the Author of a Vindication of the Rights of Woman,ebooks-unzipped/16199-8.txt,British,1798,1800
1861,William Godwin,"St. Leon, A Tale of the Sixteenth Century",ebooks-unzipped/53707-0.txt,British,1799,1800
1862,William Godwin,Lives of the Necromancers,ebooks-unzipped/7082-8.txt,British,1834,1850
1863,William Godwin,"Thoughts on Man, His Nature, Productions and Discoveries, Interspersed with, Some Particulars Respecting the Author",ebooks-unzipped/743.txt,British,1831,1850
1864,William Harrison Ainsworth,"Old Saint Paul's, A Tale of the Plague and the Fire",ebooks-unzipped/11082-8.txt,British,1842,1850
1865,William Harrison Ainsworth,"The Lancashire Witches, A Romance of Pendle Forest",ebooks-unzipped/15493-8.txt,British,1849,1850
1866,William Harrison Ainsworth,"Jack Sheppard, A Romance",ebooks-unzipped/16215-8.txt,British,1839,1850
1867,William Harrison Ainsworth,"Guy Fawkes, or The Gunpowder Treason",ebooks-unzipped/37750-8.txt,British,1841,1850
1868,William Harrison Ainsworth,The Manchester Rebels of the Fatal '45,ebooks-unzipped/46398-8.txt,British,1874,1880
1869,William Harrison Ainsworth,"Boscobel: or, the royal oak, A tale of the year 1651",ebooks-unzipped/47348-8.txt,British,1872,1880
1870,William Henry Hudson,Dead Man's Plack and an Old Thorn,ebooks-unzipped/19691-8.txt,British,1911,1920
1871,William Hope Hodgson,The House on the Borderland,ebooks-unzipped/10002-8.txt,British,1908,1910
1872,William Hope Hodgson,"The Boats of the ""Glen Carrig""",ebooks-unzipped/10542.txt,British,1907,1910
1873,William Hope Hodgson,The Night Land,ebooks-unzipped/10662.txt,British,1912,1920
1874,William Hope Hodgson,"Carnacki, The Ghost Finder",ebooks-unzipped/10832.txt,British,1913,1920
1875,William Hurrell Mallock,A Critical Examination of Socialism,ebooks-unzipped/17416-8.txt,British,1907,1910
1876,William MacLeod Raine,A Man Four-Square,ebooks-unzipped/14171-8.txt,American,1919,1920
1877,William MacLeod Raine,"Gunsight Pass, How Oil Came to the Cattle Country and Brought a New West",ebooks-unzipped/14574-8.txt,American,1921,1930
1878,William MacLeod Raine,"A Daughter of the Dons, A Story of New Mexico Today",ebooks-unzipped/15542-8.txt,American,1914,1920
1879,William MacLeod Raine,The Big-Town Round-Up,ebooks-unzipped/17205-8.txt,American,1920,1920
1880,William MacLeod Raine,The Highgrader,ebooks-unzipped/22583-8.txt,American,1915,1920
1881,William MacLeod Raine,"The Pirate of Panama, A Tale of the Fight for Buried Treasure",ebooks-unzipped/22752-8.txt,American,1914,1920
1882,William MacLeod Raine,The Fighting Edge,ebooks-unzipped/26520-8.txt,American,1922,1930
1883,William MacLeod Raine,"A Daughter of Raasay, A Tale of the '45",ebooks-unzipped/26692-8.txt,American,1902,1910
1884,William MacLeod Raine,Crooked Trails and Straight,ebooks-unzipped/26911-8.txt,American,1913,1920
1885,William MacLeod Raine,A Texas Ranger,ebooks-unzipped/4993-0.txt,American,1911,1920
1886,William Makepeace Thackeray,Some Roundabout Papers,ebooks-unzipped/1462-0.txt,British,1863,1870
1887,William Makepeace Thackeray,"The History of Samuel Titmarsh, and the Great Hoggarty Diamond",ebooks-unzipped/1933.txt,British,1849,1850
1888,William Makepeace Thackeray,Catherine: A Story,ebooks-unzipped/1969-0.txt,British,2016,3000
1889,William Makepeace Thackeray,Roundabout Papers,ebooks-unzipped/2608-0.txt,British,1863,1870
1890,William Makepeace Thackeray,The Book of Snobs,ebooks-unzipped/2686-0.txt,British,1848,1850
1891,William Makepeace Thackeray,Barry Lyndon,ebooks-unzipped/4558-0.txt,British,1844,1850
1892,William Makepeace Thackeray,Vanity Fair,ebooks-unzipped/599.txt,British,1848,1850
1893,William Makepeace Thackeray,The History of Pendennis,ebooks-unzipped/7265-0.txt,British,1849,1850
1894,William Makepeace Thackeray,The Newcomes,ebooks-unzipped/7467-0.txt,British,1855,1860
1895,William Makepeace Thackeray,The Virginians,ebooks-unzipped/8123-0.txt,British,1857,1860
1896,William Makepeace Thackeray,The Rose and the Ring,ebooks-unzipped/897-0.txt,British,1854,1860
1897,William P. McGivern,The Chameleon Man,ebooks-unzipped/32652.txt,American,2010,3000
1898,William R. Bradshaw,"The Goddess of Atvatabar, Being the history of the discovery of the interior world, and conquest of Atvatabar",ebooks-unzipped/32825-8.txt,American,1892,1900
1899,William Tenn,Of All Possible Worlds,ebooks-unzipped/50948.txt,American,1955,3000
1900,William Ware,"Zenobia, or, The Fall of Palmyra",ebooks-unzipped/8938-8.txt,American,1838,1850
1901,William Wells Brown,"The Narrative of William W. Brown, a Fugitive Slave",ebooks-unzipped/15132.txt,American,1847,1850
1902,Wirt Sikes,"British Goblins, Welsh Folk-lore, Fairy Mythology, Legends and Traditions",ebooks-unzipped/34704-8.txt,American,1880,1880
1903,Wyman Guin,Beyond Bedlam,ebooks-unzipped/51842.txt,American,1967,3000
1904,Zane Grey,The Desert of Wheat,ebooks-unzipped/10201-8.txt,American,1919,1920
1905,Zane Grey,The Lone Star Ranger,ebooks-unzipped/1027-0.txt,American,1915,1920
1906,Zane Grey,The Light of Western Stars,ebooks-unzipped/1095-0.txt,American,1914,1920
1907,Zane Grey,Tales of lonely trails,ebooks-unzipped/12225-8.txt,American,1922,1930
1908,Zane Grey,The Heritage of the Desert,ebooks-unzipped/1262-0.txt,American,1910,1910
1909,Zane Grey,Riders of the Purple Sage,ebooks-unzipped/1300-0.txt,American,1912,1920
1910,Zane Grey,The Call of the Canyon,ebooks-unzipped/1881-0.txt,American,1924,1930
1911,Zane Grey,The Young Pitcher,ebooks-unzipped/19246-8.txt,American,1911,1920
1912,Zane Grey,The Last of the Plainsmen,ebooks-unzipped/2057.txt,American,1908,1910
1913,Zane Grey,To the Last Man,ebooks-unzipped/2070.txt,American,1921,1930
1914,Zane Grey,Tales of Fishes,ebooks-unzipped/29346-8.txt,American,1919,1920
1915,Zane Grey,The Man of the Forest,ebooks-unzipped/3457-0.txt,American,1920,1920
1916,Zane Grey,The Redheaded Outfield and Other Baseball Stories,ebooks-unzipped/385.txt,American,1920,1920
1917,Zane Grey,The Border Legion,ebooks-unzipped/4552-0.txt,American,1916,1920
1918,Zane Grey,The Rainbow Trail,ebooks-unzipped/5067-0.txt,American,1915,1920
1919,Zane Grey,The Last Trail,ebooks-unzipped/9932.txt,American,1909,1910
1920,Zona Gale,Heart's Kindred,ebooks-unzipped/52317-0.txt,American,1915,1920
1921,Zona Gale,Peace in Friendship Village,ebooks-unzipped/52410-8.txt,American,1919,1920
1922,Walter Scott,"Ivanhoe, A Romance",ebooks-unzipped/82-0.txt,British,1820,1850
1923,Sir Walter Scott,Letters On Demonology And Witchcraft,ebooks-unzipped/14461-8.txt,British,1830,1850
1924,Sir Walter Scott,A Legend of Montrose,ebooks-unzipped/1461-0.txt,British,1819,1850
1925,Sir Walter Scott,St. Ronan's Well,ebooks-unzipped/20749-8.txt,British,1823,1850
1926,Sir Walter Scott,Redgauntlet,ebooks-unzipped/2516-0.txt,British,1824,1850
1927,Sir Walter Scott,Lady of the Lake,ebooks-unzipped/28287-8.txt,British,1810,1850
1928,Sir Walter Scott,The Lady of the Lake,ebooks-unzipped/3011-8.txt,British,1810,1850
1929,Sir Walter Scott,Marmion,ebooks-unzipped/5077.txt,British,1808,1850
